tweet,sentiment,depression_score
"CW: chronic illness, depression, thoughts of death  So, I wanna talk about something kinda dark for a minute. I am safe now, just FYI.   So low blood sugar can exacerbate or cause depressed feelings. Which in turn affects my executive function. Which makes it hard to do things..",1,0.6
"Hey depression, can you like go away. I'm trying to live my life here. Please leave.",1,0.5
Thank you so much to Stuart F Lewis who is another New Friend ðŸ¤— on â¤ï¸ Twitter! I hope you enjoy ðŸŒˆ my Tweets ðŸ˜Š âš½ï¸ x  https://twitter.com/StuartfLewis1#AnxietyÂ â€¦ #Depression #Anger #MentalHealth #MHSM #EndTheStigma #KeepTalkingMH #F4FMentalHealthOnly #IWillNotLetMyMHKillMe,0,0.0
"trying to deal with anxiety and depression at the same time, it is really difficult when nobody knows what the hell I am â€™re going through.",1,0.6
"@rickygervais #AfterLife was absolutely brilliant. I've never seen someone depict depression, suicide and loss so accurately. Thank you thank you thank you. You did us all proud, congrats.",0,0.0
I got full blown depression and dealing with moderate to severe post partum depression currently.,1,0.7
I really DO NOT want to be here. But I am honestly too scared to kill myself. To be honestly I sometimes hope my depression gets worse so it can push me to finally do it.  #Truth #Depression #SuicidalThoughts #Suicidal #Suicide,1,0.8
9 Nutritional Deficiencies Associated with Anxiety and Depression #care2 https://www.care2.com/greenliving/9-nutritional-deficiencies-associated-with-anxiety-and-depression.htmlÂ â€¦,0,0.0
i can't tell if its hypothyroidism chronic pain or its depression but I just want them to go.,1,0.5
"The depression is really hitting me, its been a while . I am not feeling good mentally.",1,0.55
Want to feel happier?  #CBT #EMDR #Therapy #MentalHealth #Anxiety. #Depression #Panic #Worry #SocialAnxiety #Phobia #HealthAnxiety #OCD #PTSD #Dronfield #Chesterfield #Sheffield #Happy #LifeGoals pic.twitter.com/u8GATuFX2a,0,0.0
Iâ€™ve been in that state of depression for a while now where Iâ€™m not suicidal but like.. i wish I just didnâ€™t exist? I canâ€™t shake it and Iâ€™m pretty sure therapy has 100% stopped helping. this just isnâ€™t a pleasant period of my life.  pic.twitter.com/2Kp4nU8SRK,1,0.7
Sometimes itâ€™s hard to stay happy when pain and Depression is kicking me all the time,1,0.6
"Suffering from anxiety and depression. It literally feels like I am  out of options at times. canâ€™t talk to people about it because they think i want attention, or they just donâ€™t wanna be bothered.",1,0.5
#Depression #Mentalhealth I am suffering from both of these #FightingMentalHealth Rest In Peace to me.,1,0.5
If you wanna support my writing in the midst of wage depression and forced gig economy bullshit you can send me XMR @  48cLnDnZ3X14w9qh5YbPyzeLF6irfrzwd7PimZhp6QfT3kVrk1rhSdT1idCPb3VuYi4dB3sno2viMTzWHCxpcgwH9ndh6qf or donate to my patreon  https://www.patreon.com/nyxysfallÂ ,0,0.0
its been months thereâ€™s some collective depression going on.  help pleasse,1,0.7
" https://mastersinpsychologyguide.com/articles/learning-about-psychology-psychological-disorders/Â â€¦  Learning About Psychology & Psychological Disorders by Ann Steele is an article describing what exactly depression, bipolar disorder, anxiety disorder, schizophrenia, PTSD, and ADHD is. The article helps inform the public about these disorders.@mrcopsych",0,0.0
My heart goes out to anyone who has struggled with depression.,0,0.0
Suicidal thoughts and taking medication for schizophrenia & depression.   my mind and my health…are in terrible condition.,1,0.8
"""Getting active helps us to feel more in control of our lives, which naturally leads to a brighter mood.""  #depression #mentalhealth #getoutdoors #getmoving #running #walking #swimming #Yoga #exercise https://twitter.com/PsychToday/status/1105319756041764864Â â€¦",0,0.0
Make ur mind positive to receive universal abundance  For session contact us  Mukta Rastogi 9820900690 #PositiveVibes #MentalHealthAwareness #counseling #Healing #positivethinking #therapy #depression #service #relationships #Healer pic.twitter.com/9cZNmJb3mX,0,0.0
live footage of patty walters writing the great depression  https://twitter.com/mattcutshall/status/1105140309619429376Â â€¦,0,0.0
"The degree depression I am witnessed is ridiculous, I am scared.  https://twitter.com/alexxahopee/status/1105207806091759617Â â€¦",1,0.7
-Jesus Take the Wheel -Civil War - The Great Depression.  ðŸ˜¤â¤ðŸ˜œ,0,0.0
"i have become the embodiment of everything that has driven me into this seemingly endless depression. i cant stop hurting people. im the one who keeps tossing my life away, im the only one to blame...  if there was a way to make it stop, i would have done it ages ago i cant...",1,0.8
 im not disgusting or bad i just have major depression and canâ€™t properly take care of myself,1,0.65
Treating Depression with Exercise | Psychology Today  https://www.psychologytoday.com/blog/boundless/201903/treating-depression-exerciseÂ â€¦,0,0.0
Had a problem with depression for years and I was even on the verge of suicide. Sick of everything.,1,0.85
Vintage Unsigned LE Smith Art Deco Glass Footed Bowl Black Decorative Dish Depression Era Mt. Pleasant  https://etsy.me/2FYuq3WÂ  #Vintage #AtticEsoterica #Etsy #CollectibleGlass pic.twitter.com/wsL2SbvwAo,0,0.0
"Whatever you need to know about coping with stress, anxiety or depression, or just the normal emotional ups and downs of life, the  #NHS Moodzone is here to help:  https://www.nhs.uk/conditions/stress-anxiety-depression/Â â€¦ #TuesdayThoughts pic.twitter.com/aOAzixeIVR",0,0.0
I think my depression and anxiety has overshadowed my life..,1,0.6
Depression in cats now treated with cannabis. #clowdee pic.twitter.com/KJAxS7WuW1,0,0.0
" I struggle a lot with depression, anxiety, & migraines. There are days where I wish I could be writing and I just can't. I am lost somewhere.",1,0.6
 I feel like my anxiety and depression making my life miserable.,1,0.65
"See you all tomorrow for this online workshop... struggling with food allergies, stomach issues and anxiety/depression? Check your gut!  https://www.facebook.com/events/254804498800657/?ti=iaÂ â€¦ #guthealth #secondbrain #immunesupport pic.twitter.com/cdKNRDn6F1",0,0.0
"My  depression sucks, left with nothing, all gone",1,0.6
 this mental depression is killing me and my life is getting more n more worse.,1,0.7
 going through depression  and itâ€™s causing me to want to do drastic things ðŸ˜”,1,0.7
okay now everyone has seasonal depression?.. cause when i was in middle school spiraling nobody was there  https://twitter.com/jodecicry/status/1105241755698360320Â â€¦,0,0.0
FDA approves nasal spray for depression  https://edition.cnn.com/2019/03/05/health/esketamine-depression-nasal-spray-fda-bn/index.html?source=SnapzuÂ â€¦,0,0.0
I'm not denying that the war was instrumental in lifting the US out of the Great Depression. I'm asking you how think it did so.,0,0.0
I say this shit all the time. If you have an mental illness out side of depression and anxiety you are still considered crazy. People cringe when I openly talk about my bipolar disorder and my medications.,1,0.5
Depression wants my life so bad ðŸ˜© but Iâ€™m trying so hard to fight it ðŸ’”,1,0.5
" depression is eating me alive, I hate this.",1,0.6
"The business depression marked the death of one age, and the birth of another. This changed world requires practical dreamers who can,Â and willÂ put their dreams into action. The practical dreamers have always been, and always will be the pattern-makers of civilization.",0,0.0
#depression #depressionquotes #quotes #sad #sadquotes #inspirationalquotes #deep #deepquotes #deepquoteshit #inspirational #touching #touchingquotes #emotional #emotionalquotes #lovequotesâ€¦  https://www.instagram.com/p/Bu5bQ9sg0g9/?utm_source=ig_twitter_share&igshid=lvcy1rmm7tg2Â â€¦,0,0.0
#narcissism #narcissistpersonalitydisorder #NarcissisticAbuse #Narcissist #narcs #narcissistmom #emotionalabuse #cptsd #mentalhealth #mentalhealthrecovery #mentalhealthrawareness #depression #anxiety #freeingmyself #toxicrelations #narcissus #narcissisticmother #anxietyattack pic.twitter.com/HNpo2gN7qu,0,0.0
"| PARTICIPATE IN RESEARCH | Monash University and University of Melbourne are looking for volunteers with children aged 12 to 17 who have been diagnosed with depression or anxiety, to take part in a trial of the Partners In Parenting program.  https://buff.ly/2u4izZgÂ  pic.twitter.com/UdzqpxYucR",0,0.0
"Catch @singh_nikita talk about the magical love story, depression, second-chances and her new book #TheReasonIsYou, live on her Facebook page. | 13 March at 12 pm. Visit:  https://www.facebook.com/nikitasingh.page/Â â€¦ pic.twitter.com/XNVlpbNXmU",0,0.0
FDA approves nasal spray for depression  https://edition.cnn.com/2019/03/05/health/esketamine-depression-nasal-spray-fda-bn/index.html?source=SnapzuÂ â€¦,0,0.0
but instead Iâ€™m the girl who is full of darkness & depression  https://twitter.com/cityt0city/status/1105154689262223361Â â€¦,1,0.6
 iâ€™m alone and i canâ€™t do anything and i donâ€™t know why. Depression sucks.,1,0.6
Unlikely that even a draft could do that.  At this point the only thing that will rouse the masses is the collapse of our Empire and something liken to a 2nd Great Depression.,0,0.0
Here's an interesting article about #depression  http://www.everydayhealth.com/depression/is-your-sadness-normal.aspxÂ â€¦,0,0.0
"Two wolves are at constant battle in your mind. One is good, happiness, and love. The other is evil, depression, and pain. The one that wins is the one you feed.",0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
I really have to deal with depression for the rest of my life ðŸ˜’ like this shit does not go away. Wtf?!?,1,0.6
Social Sercurity and Medicare funds don't belong to the Federal Government. The Government is supposed to be holding this money in a Trust Fund for the American workers set up by President Rosesavelt because of the depression of 1935.,0,0.0
Then Depression.  I am sad all the time and have lost interest . Damaged.,1,0.65
my depression and my anxiety coming together to ruin literally every aspect of my life  ,1,0.6
" http://Ayurvedichospitalkerala.comÂ  provides effective treatment for stress management. For all your stress related problems  Contact Us: +91 773 6061011, 7594 003 003 Visit Now:  https://ayurvedichospitalkerala.comÂ  #stress #StressManagement #Tension #Depression #stress #anxiety #insomnia #worrying pic.twitter.com/lDdijbSL7v",0,0.0
â€œDepression has settled in. it has now started to make itself at home within the walls of my brain.â€,1,0.6
" Screw these negative emotions, screw this depression I am undergoing. Screw this suffering. ",1,0.65
"Melatonin CAS No:73-31-4 ; 8041-44-9 white or off-white powder xina@runfnatural.com whatsapp 008617742483609 1. Melatonin can effectively improve sleep quality. 2. Improve the functional status of the whole body. 3. Prevent depression, Alzheimer's syndrome,etc. 4. Improve immune  pic.twitter.com/Rwq6Kh0QTB",0,0.0
"My own grandmother, who lived through WWI,The Great Depression, the murder of my grandfather, WWII, etc. said, ""Don't worry about what you can't change,"" and ""100 years from now, no on will know the difference anyway."" Maybe fatalistic, but she had perspective.   ALL the best!",0,0.0
Pyschadelics have been thoroughly studied for treating depression and other psychiatric disorders since before Timothy Leary. Its only now big pharma wants to cash in on it.,0,0.0
"â€˜Side affects may include headache, nausea, dizziness, dry eyes, stage 4 depression and mass amounts of anxiety.â€™",0,0.0
"5 Symptoms of depression. Feeling sad, no appetite, loss or gaining weight, low movement, feelings of worthlessness & guilt.\ #Titus #Kickstart @powerfmuganda @BNantale @ronniehabasa @gloswaan @Buttonsandsocks",0,0.0
"my depression is more than broken heart, more than disappointment. I feel damaged. Its horrible.",1,0.7
"I think I owe a quick explanation as to why I haven't been streaming much lately. I am currently at the lowest point in my life... Anxiety, depression, and more has been absolutely crippling... in ways I can't even describe to those who have never experienced it.",1,0.65
Are you people at SKY NEWS trying to send Australia into a depression don't you realise how much damage you are doing to AUST CHINA relations don't you know you all will be out of a job should China squeeze Aust economically WAKE UP TO YOUR BLOODY SELVES FOOLS  https://twitter.com/SkyNewsAust/status/1105066776440668161Â â€¦,0,0.0
"To everyone battling with depression, speak up and get help before its too late.  https://twitter.com/its_just_ose/status/1104835739680944130Â â€¦",0,0.0
"...I think my depression has actually gotten even worse across the last few days, and Iâ€™m started to be legit afraid of..doing even more bs than usual, and pushing away more people, I hate this...",1,0.7
"Brain stimulation improves depression symptoms, restores brain waves in clinical study  https://medicalxpress.com/news/2019-03-brain-depression-symptoms-clinical.htmlÂ â€¦",0,0.0
everythings is leading me to my spiral of depression where I end up thinking killing myself is the easiest option.,1,0.8
" all  anxiety and depression are hitting hard and just crying and crying, want some rest from all this. ",1,0.65
"I won't dodge the truth, depression sucks. I feel bleak and want to just give up. Death. ",1,0.85
"The scary part about depression was how silently it had crept into my head. I had no idea that the symptoms I faced â€” being tired for no reason, being irritable, not being able to sleep, general confusion, and absent mindedness.",1,0.6
40 Brutally Honest Pictures Show How Easily Depression Can Be Concealed  http://www.thinkinghumanity.com/2019/02/40-brutally-honest-pictures-show-how-easily-depression-can-be-concealed.htmlÂ â€¦,0,0.0
"I can relate. I stopped taking my antidepressants months ago, I'm thinking the longer I don't take them, the longer I don't need them. Every blue moon depression kicks in or crying spells randomly. My pills made me sleepy & thirsty…",1,0.65
my depression and anxiety effecting my work too much. It is always holding me back. It's so frustrating,1,0.6
"#Health Blue food has some functions of soothing liver, relieving depression and relieving mood, such as lime.  pic.twitter.com/e3tF5nqwox",0,0.0
My depression has brought me to the point of having the feeling of of wanting to end it all. ,1,0.8
I hate feeling like noone cares about my #mentalhealth. Just because I don’t show it doesn't mean my #depression doesn't exist anymore. I feel so so lonely  ðŸ˜­,1,0.6
"Mood Effex is a safe, herbal, non-habit forming â€œfeel-goodâ€ supplement!Mood Effex can help with anxiety & depression! Mood Effex is available today at  http://www.drharoldmandel.comÂ  pic.twitter.com/46g6RJWwcN",0,0.0
"i feel awful for myself, my anxiety & depression really sucks. ðŸ˜”",1,0.65
"Wanna know what fucking pisses me off.  TRENDY DEPRESSION CULTURE POPULARIZING SUICIDAL IDEATION  bitch Iâ€™m genuinely depressed and have really severe suicidal ideation and tendencies, but  NO ONE TAKES ME FUCKING SERIOUSLY WHEN I OPEN UP  fuck all yâ€™all Iâ€™m mad.",1,0.8
"I have Thanotophobia.. It's the root of my depression,suicidal ideation,  anxiety, insomnia, etc. It's just so hard to get over because it's something you can't avoid...",1,0.8
I don't know if I'll be able to avoid depression this time... this one hurts the most........ everyone gives up on me in the end...... I'm done... Just done. I quit.,1,0.85
"@MauraWest Honest to god, I am so proud of you. Youâ€™re acng this storyline like itâ€™s your Oscar winning movie. The fact youâ€™re grieving with Ava, as her is absolutely beautiful. The tackling of the five stages of grief, denial, anger, bargaining, depression.. acceptance . ðŸ‘ðŸ»  pic.twitter.com/VmBQNOVCue",0,0.0
"With supported verses from the holy scriptures, I've written evidences of the connection of our sovereign will to the human depression the world is experiencing today. #Kindle #Christianbook  https://amzn.to/2UxkuBkÂ  pic.twitter.com/6aIkmRKdBJ",0,0.0
Therapy over Skype - Learn how to overcome anxiety and depression  https://www.youtube.com/watch?v=WZSYRqexLMwÂ â€¦,0,0.0
"life is hard with depression/anxiety, its fucking hard, m nowhere.",1,0.7
Life is what you make it to be Choices you make today affect tomorrow homie Think positive Set some goals Make progress Everything else is old âœŒðŸ’–ðŸ™ðŸ˜Š #mentalhealthawareness #schizoaffective #schizophrenia #depression #bipolar #ptsd #autism #recovery #routine #goals #poetry,0,0.0
"Radio station playing golden oldies reduces depression, improves wellbeing:  https://buff.ly/2J9ajSdÂ  #agedcare #homecare #seniorscare",0,0.0
 The panic attacks and depression are all on me. I hate this.,1,0.65
This depression kickin in,1,0.6
Feeling kinda down #SPNFamiIy... I donâ€™t know why. I just donâ€™t know what my purpose in life is. I feel like all I do is go to work and come home and sleep. Donâ€™t feel like Iâ€™m doing anything productive or worthwhile #AKF #Anxiety #Depression @PugfatherJeff @Stacy85455746,1,0.6
"Depression is a common health problem. Although everyone feels down from time to time,depression is more than just a normal sadness. The most important thing is to speak up and ask for help. Depression is not a sign of weakness,it's a sign that something is out of balance. Hugs  pic.twitter.com/CYNaAS84Qj",0,0.0
Depression & stress are killers! Its killing me.,1,0.7
"9. I have crippling depression, I canâ€™t even care for myself",1,0.6
My anxiety and depression are killing me.,1,0.6
"Impossible to argue against unless you think pulling ourselves out of the Great Depression was an accident, or that winning WWII was luck.",0,0.0
Heo there.. I'm battling wif depression since 2017. 5 attempts to commit suicide. Fifth   attempt last month. Help me. â€” Heyhttps://curiouscat.me/theminishere/post/813009262?t=1552368896Â â€¦,1,0.9
The reward was that the economy stopped its downhill slide into depression and eventually recovered.   It would have been a lot worse for peoplebif banks closed down and took their money or the auto industry crashed and people lost their jobs in the industry,0,0.0
"Aha! I canâ€™t continue to spiral in depression if I pass out from exhaustion! Take that, brain.  ...please send help.",1,0.85
tweeting about depression is not a personality trait  https://twitter.com/ineffable_j/status/1104937760471818240Â â€¦,0,0.0
Today in History [3.12] : FDR broadcasts first 'fireside chat' during the Great Depression  Brought To You By: Jordan Anderson Communications  Letâ€™s Connect:  https://lnkd.in/eAi3T43Â   http://JordanAndersonCommunications.comÂ  Growing Your Company With Marketing & Tech pic.twitter.com/taVCzSXEFM,0,0.0
I'm just stressing myself out and it's been worsening my depression and self esteem. I feel like I can't to anything.,1,0.65
"The effects of depression on the body.  #depressionexperts #depressed @ Rensselaer County, New York  https://www.instagram.com/p/Bu5YsCPHg3v/?utm_source=ig_twitter_share&igshid=fvlokish9qbgÂ â€¦",0,0.0
Can I make some art  Can I pLEASE make some art  Depression is hitting me hard this week,1,0.6
I think Las Vegas is going through a deep depression because itâ€™s showing it to us through the weather.,0,0.0
 http://youtube.com/watch?v=urOPpUfsYT0#mentalhealthÂ â€¦ #stunning #Chicago #NewYork #Dallas #Houston #Washington #Philadelphia #Manchester #Scotland #Ireland #Austria #Maldives #Liverpool #Switzerland #Montreal #Myanmar #California #Belfast #ontario #Grenoble #Miami #Canada #Iceland #depression #Rouen #killme,0,0.0
trump's budget proposal will cause a Depression here.,0,0.0
There are biological influences or factors for other mental disorders (depression for example) so dysphoria may be similar. I've heard some brain scans show differences in trans brains from normal brains so that argument seems plausible to me if we have evidence to prove it.,0,0.0
depression  https://twitter.com/PsychToday/status/1105319756041764864Â â€¦,1,0.5
depression sets in. i feel worthless.,1,0.55
"Or just tell me: how can you turn off your feelings? Because waking up at 2am from your depression sleep that turned into a nightmare, and then cry until you realise its 5 fucking AM, because you feel so fucking betrayed but mostly alone -fucking hurts. I dont want to feel anything",1,0.65
"When you've evaluated/treated over 15,000 persons, during a 35+ year practice (as I have), you realize that ANY theory suggesting that there is a single mechanism (physiological, biochemical and/or psychological)  causing or common to all (or even most) depression - is nonsense.",0,0.0
"Yes. A different lens through which to look at the etiology, diagnosis, and treatment of a condition. Chinese medicine is very effective treating depression. Acupuncture, herbs. Chronic depression and neurasthenia can take a long time but with lasting good results.â˜¯ï¸",0,0.0
" My pain is worsening, depression sucks",1,0.65
Depression really fucking hurts. Itâ€™s a really horrible feeling. M done with this.,1,0.65
"Due to depression, I always think that I am cursed to feel pain",1,0.6
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Organic Home Remedies  https://www.organichomeremedies.com/2019/03/10/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?utm_source=AHS&utm_medium=AHS&utm_campaign=AHSÂ â€¦",0,0.0
Shit hasnâ€™t felt right the past week I donâ€™t want to relapse into that kind of depression again I hope itâ€™s just a passing thing,1,0.55
why my depression is not going away. Its getting worse. Terrible feeling. https://twitter.com/jodecicry/status/1105241755698360320Â â€¦,1,0.6
Donâ€™t Live In Fear... #SpeakOut #loveyourselffirst #gethelp #np #getoutstayout #notyourfault #abuse #domesticabuse #healing #emotionalabuse #narcissisticabuse #ptsd #domesticviolenceawareness #verbalabuse #mentalhealth #MeToo #hope #divorce #depression  pic.twitter.com/Z6JVnn42Mj,0,0.0
"Depression,my best mate. Gonna be friends forever.  Depression my best friend,gonna be friends till the very end.",1,0.65
iâ€™ve been suffering from depression for about 6 years now and honestly my eating habits were horrible. there would be times i would eat until i felt like i was going to die or i would starve myself. i ended up gaining a whole lot of weight to the pointâ€”,1,0.65
"Its bad, but I think the country will survive. It was worse during depression. Countries seldom fall apart unless economically in chaos. US economy isn't great, but its still strong. If Trump wins in 2020, which I think he will, the Democrat- Socialists will begin to fall apart.  https://twitter.com/diane_haskins/status/1105304801477386240Â â€¦",0,0.0
"Please help me, I have been struggling from anxiety and depression lately I use to have them under control but, idk what is happening and my life is just kinda falling apart.",1,0.8
" Iâ€™ve been struggling with depression for the past 7 years, gained weight, dropped out of school and isolated myself in my room for 6 years. I doubt, if I can live anymore.",1,0.8
i really love my parents to death but it's so difficult trying to talk about depression with them because they just don't get it  they work so hard to provide a good life for my siblings and i and i don't want them to feel like my depression is their fault because it's not,1,0.65
Depression and anxiety are awful to deal with. I had a long period of time where I was incredibly depressed and couldn't seem to find anything that would make me happy. Still fighting with it everyday.,1,0.65
Youth Outreach Program Donâ€™t Live In Fear... #SpeakOut #loveyourselffirst #gethelp #np #getoutstayout #notyourfault #abuse #domesticabuse #healing #emotionalabuse #narcissisticabuse #ptsd #domesticviolenceawareness #verbalabuse #mentalhealth #MeToo #hope #divorce #depression  pic.twitter.com/pfNdY3q3iR,0,0.0
Study suggests humor could be an emotion regulation strategy for depression  https://www.psypost.org/2019/03/study-suggests-humor-could-be-an-emotion-regulation-strategy-for-depression-53298?source=SnapzuÂ â€¦,0,0.0
Depression and the lack of motivation that comes with it. I feel terrible about myself.,1,0.6
"Peace is the result of retraining your mind to process life as it is, rather than as you think it should be. -Wayne Dyer #Therapy #Depression  http://bit.ly/Online-CounselingÂ â€¦",0,0.0
"May have broken my record for number of hours spent sobbing today. They say it gets better, and I know it does, but when depression and bouts of re-experiencing just donâ€™t seem to let up, I find myself wondering if Iâ€™ll ever get past this. #ptsd",1,0.65
"Bass Khushi dhund Rahi hu nahi mil rahi hai  I'm in mess I feel like breaking things I think m depression  I need some peace but facing betrayal, loneliness and go on... ",1,0.6
"since few years I have been struggling with depression and I am using alcohol to cope with all my emotions, exhausted.",1,0.65
Living With Depression: How To Be Happy And Healthy -  http://www.101alternativehealing.com/living-with-depression-how-to-be-happy-and-healthy/Â â€¦,0,0.0
"Wish I was loved but instead I have depression, anxiety. I feel lost.",1,0.6
 https://bit.ly/2DsNC8eÂ  Depression Treatments - In the Dark #NAMI #BreakStigma,0,0.0
my parents don't really understand depression :/ apparently i can't be sad because i come from a nice family. And I just keep on suffering. There is no one to talk to. I hate this life.,1,0.65
Economic depression cannot be cured by legislative action or executive pronouncement.- Herbert Hoover  #quote #business,0,0.0
Lately I am trying overcome with such depression because of the confusion I was having inside myself. I let myself fall into a dark hole so deep.,1,0.5
Hghest rates of depression are seen in individuals with autism who have above average intelligence  https://tacticalinvestor.com/almost-half-adults-autism-struggle-depression/Â â€¦,0,0.0
goshhh i'm so friggin sad it sUCKs. i hate you depression.,1,0.6
Sucks to say but depression has finally taken every inch of happiness I had..,1,0.6
I feel like shitttttt  depression is hard to deal with,1,0.6
Germany donâ€™t have roaring 20â€™s during 1920â€™s they have a hyperinflation followed by a great depression in the next decade (and that thing is the one Hitler use to win the election). Itâ€™s the economy voters care the most.,0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/Â â€¦",0,0.0
"The worst thing about depression is you could have everything going well for you, you can have so much that you should be and are grateful for, but you can still feel down... and when that happens sometimes it feels like you'll never be okay, I guess I will never be okay.",1,0.65
Socialism caused the Great Depression of 1929 to 1939  Central Planners simply cannot manage an economy:   https://fee.org/articles/what-caused-the-great-depression/#0Â â€¦,0,0.0
Study suggests humor could be an emotion regulation strategy for depression  https://www.psypost.org/2019/03/study-suggests-humor-could-be-an-emotion-regulation-strategy-for-depression-53298?source=SnapzuÂ â€¦,0,0.0
depression.  pic.twitter.com/52HLX7E8Rm,1,0.5
"has increased. Yes the ""headline"" inflation has fallen but it is not the kind of fall the country desires. In fact, India is in the midst of depression and hence it is experiencing deflation. The next Government will be staring at massive fiscal and monetary unwind. 2/n",0,0.0
"""The Ballad of the Sad Cafe"" (1991) directed by: Simon Callow  Easily the darkest and most subversive and grotesque film ever produced by Merchant Ivory, this Depression era Southern Gothic has more in common with REFLECTING SKIN than other films associated with its distributor.  pic.twitter.com/jHaC0WXmyn",0,0.0
Computerized Cognitive Training in Young Adults With Depression: The purpose of the study is to examine the benefits and mechanism of action of computerized cognitive training CCT on mood neuropsychological deficits everyday functioning and brainâ€¦  http://bioportfol.io/R0fH7NÂ  pic.twitter.com/uOn8alObc6,0,0.0
yeah my depression is literally beating the SHIT out of me so if iâ€™m not active iâ€™m trying to stay alive! ,1,0.6
Depression  pic.twitter.com/IN0qsnfGQ5,1,0.5
Study suggests humor could be an emotion regulation strategy for depression  https://www.psypost.org/2019/03/study-suggests-humor-could-be-an-emotion-regulation-strategy-for-depression-53298?source=SnapzuÂ â€¦,0,0.0
Depression is drowning me.,1,0.6
"Im up because of depression, overthinking things, my future and such. It all scares me and keeps me up at night, then when I go to school I dont have energy to participate and get the grades I need. Slowly losing myself tbh.",1,0.6
this depression shit will probably kill me before anything else gets a chance man .. im sick of feeling this way .,1,0.6
Parent's Guide to Teen #Depression: Recognizing the Signs and #Symptoms and Helping Your Child https://www.helpguide.org/articles/depression/parents-guide-to-teen-depression.htm#.W-Wne2xe_Y4.twitterÂ â€¦,0,0.0
FDA approves new nasal spray medication for treatment-resistant depression; available only at a certified doctorâ€™s office or clinic   https://www.justtherealnews.com/2019/03/05/fda-approves-new-nasal-spray-medication-for-treatment-resistant-depression-available-only-at-a-certified-doctors-office-or-clinic/Â â€¦,0,0.0
i can feel my depression slowly relapsing and killing me on the inside i canâ€™t afford for this to happen again help,1,0.7
FDA Approves Esketamine Nasal Spray For Hard-To-Treat Depression  https://n.pr/2SKf5F9Â ,0,0.0
10's peak depression  https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDOÂ â€¦,0,0.0
"Depression is really ruining me, my life is a disaster.",1,0.6
I wish I had someone to talk to about my anxiety and depression. Have nobody. Its lonely.,1,0.6
What Makes the #Ketamine-Based Drug for #Depression So Different? @LiveScience @yasemin_sap @TheBrainDriver #tDCS #BrainPower #Creativity #BrainStimulation #focus #PeakPerformance  http://thebraindriver.comÂ Â   http://flip.it/TjmWteÂ  pic.twitter.com/uPJkCjjbVs,0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/Â â€¦",0,0.0
"We are self diagnosing ourselves and glorifying mental illness.  Feeling anxious doesn't mean you have an anxiety disorder.  Feeling stressed doesn't mean you have  depression.  Let's leave the diagnosing to medical professionals, okay?",0,0.0
#wooemmawatson if you are for capitalism you have not filled history much and never read capital.  Capital is right.  Pure capitalism in my mind died with the great depression.  Is that what you want again?  people begging towns for work and walking to the next? No fuck that,0,0.0
As a chronic pain sufferer with mdd I am right there with you. One photo does not define my pain nor my depression. A picture of me on a good day out with my kids doesn't tell you how medicated I have to be to leave my house for a day. #dontjudgemypain,1,0.65
I hate those lil waves of depression. Leave me aloooooooooone.,1,0.5
Skype Therapy - Online Therapy via Skype for overcoming anxiety and depression without medications. Online Mindfulness Therapy via Skype. See:  https://www.youtube.com/watch?v=1YbUj8Kh2uoÂ â€¦,0,0.0
"so the doctor told me that "" you would have to be constantly around people in order to prevent your depression from worsening "" haha its fine i rather be alone and i rather my depression to worsen",1,0.6
depression.,1,0.5
Understanding and Overcoming Depression | Creflo Dollar  https://youtu.be/NU-Drl2PT5UÂ  via @YouTube,0,0.0
anxiety and depression def feel worse the past few days bc im getting burnt out again and idk fhdjssjf i want to take meds but im scared itll just heighten my anxiety since ive been off meds for some time now,1,0.65
"depression and i are old friends, we dance flirting endlessly  carelessly depression grips me always.",1,0.65
"I been suffering with depression for 8yrs,although i do a good job not letting it show,almost every day i cry.ive been thru more shit than a lot of ppl my age.",1,0.65
I've dealt with depression since I was a teenager. And I've struggled with delusions and paranoia since 2014. I've been diagnosed with schizophrenia since 2017.,1,0.7
I am suffering from chronic depression  https://vine.co/v/iu3l2lPBhiKÂ ,1,0.6
"I canâ€™t know exactly where youâ€™ve been but emotionally and mentally I struggled for many years..depression, anxiety and PTSD..I eventually fell after years of not admitting what I was experiencing and slowly its draining me.",1,0.7
"Vitamin D doesnâ€™t just come from the sun! Try these sources to prevent bone diseases, respiratory infections, and even seasonal depression.  Click here to learn more:  https://msdmnls.co/2SZwie7Â  pic.twitter.com/fOWOw2j0mh",0,0.0
